Fecha,DescripcionTrabajo,salario,pais,NombreEmpresa,Modalidad,Plataforma,PuestoTrabajo
2022-11-24,"
¿Qué tendrás que hacer?📈 Liderar a un equipo de desarrolladores para lograr los objetivos de estos de cara a las necesidades de la empresa.🏅 Ser el representante de tu equipo de desarrollo ante el resto del equipo de Toku (producto, operaciones, ventas, etc)⚡️ Evaluar nuevas tecnologías y mejoras para el producto que estarás construyendo con tu equipo.⬆️ Definir y crear estrategia de crecimiento del equipo y de los próximos desafíos técnico, mejorando el performance de tu equipo.💻 Poder equilibrar tu trabajo entre desarrollo de nuevas features y el manejo de tu equipo.Requirements¿Qué necesitamos de ti?✔ Que seas tela: nos llevamos bien entre todos, queremos mantener la buena onda :)✔ Que hayas trabajado en un equipo liderando un proyecto, siendo alguien que equilibra las ideas propias y las provenientes de tu equipo✔️ Tengas claros los trade off de escoger una tecnología o solución sobre otra, y si no, que puedas ser capaz de buscarlos y a partir de eso, tomar decisiones al respecto✔ Puedas escribir código legible, sostenible y eficiente, tenemos que cuidar que Toku sea genial para todos los que vienen a futuro✔ Que participes en la elección de futuros integrantes del equipo de desarrollo, es muy importante para nosotros, el equipo lo es todo✔ Que quieras trabajar fulltime, por ahora no aceptamos gente part-time para este cargo¿Cuál es nuestro stack?Sólo nombraremos algunas de las cosas que ocupamosTodo hosteado en GCP - Google Cloud PlatformOcupamos servicios serverless para rápida escalabilidad como Cloud Run y Cloud FunctionsBases de datos relacionales (PostgreSQL)Python para backend, con Flask y FastAPI como frameworks, se utilizan según la necesidadVue.js como framework de frontendBenefits🏆 Stock options🌴 6 semanas de vacaciones🏠 Home office flexible, pero creemos que nuestras mejores ideas suceden cuándo estamos todos sentados en la misma mesa por lo que tienes que vivir en la ciudad del rol💰 Sueldo sobre mercado🍎 Te regalamos un Macbook, después de los 4 meses es tuyo y no lo tienes que devolver (Macbook Pro 16,2 Apple M1 Pro 512gb para los devs)🌱 Desarrollo de carrera, te damos $500 dólares al año en libros, cursos online o incluso para que invites a comer a un experto de tu área🏥 Contamos con Seguro Complementario para resguardar tu salud🏙 Oficina en WeWork✈️ Sorteamos mensualmente un bono de 500 USD para ir a trabajar a oficina CDMX🕒 Lunes a jueves de 9:00 a 18:30, viernes hasta las 16:00 o 14:00 en el verano
      ",,CL,Toku (YC S21),,linkedin,data analyst
2022-12-19,"
        Reconocido Holding con más de 20 años de presencia en el mercado nacional se encuentra en búsqueda de un (a) ingeniero (a) informatico o carrera afín, para desempeñar el cargo desarrollador fullstack JuniorRequisitos-Clientes y servicios de APIs REST/SOAP, manejo de datos SQL / No-SQL, manipulación de archivos, procesos batch, aplicaciones web.NodeJsAPI RESTAPI SOAP/WSDLJiraGIT / SVNCI/CDDocumentaciónOfrecemos Integrarte a una empresa Líder en el rubro Estabilidad Laboral Seguro de salud FalpSi cumples con lo requerido y estás interesado en postular al cargo, postula con tus datos actualizado por el portal ¡Te contactaremos!
      ",,CL,Solunegocios,,linkedin,data analyst
2022-12-28,"
Consejos: Haz un resumen del puesto, explica qué se necesita para triunfar en él y el lugar que ocupa en la empresa.Responsabilidades[Describe con precisión todas las responsabilidades. Usa un lenguaje inclusivo.]Ejemplo: Definir y desarrollar los requisitos para los sistemas en fase de producción para garantizar la máxima facilidad de uso.Requisitos[Algunos requisitos que podrías incluir: aptitudes, estudios, experiencia o certificados.]Ejemplo: Excelentes dotes para la comunicación oral y escrita.
",,CL,Congroup,,linkedin,data analyst
2022-08-16,"
TCS es una de las empresas de tecnología de la información líderes en el mundo. A través de su Modelo de entrega de red global ™, Red de innovación y Aceleradores de soluciones, TCS se enfoca en ayudar a las organizaciones globales a abordar sus desafíos comerciales de manera efectiva.Actualmente tenemos una oportunidad abierta para Devops Engineer en partnership en partnership con uno de nuestros clientes globales.¿Qué necesitas para este desafío?Experiencia en funciones o cultura DEVOPS / SREExperiencia en deployment, orquestación de contenedores, monitoreo, etc ocupando herramientas cómo: Terraform, Chef o Puppet.Manejo con alguna plataforma de Cloud (GCP, AWS o Azure)Experiencia con Linux y Shell ScriptInglés intermedio¿No cumples con todos los requisitos? No te preocupes, estamos dispuestos a apoyarte en desarrollar las habilidades que necesites y evaluar caso a caso. Sobre todo buscamos una persona con ganas de desarrollar su carrera cómo Devops.Ofrecemos:Somos Certificados cómo Top Employer en Chile y Latam, contamos con beneficios como trabajo remoto🐱‍💻, ajuste de sueldo por IPC 💸, seguro complementario de salud y vida 🐍, beneficios ópticos y dentales🍭, portales de capacitación y certificaciones para potenciar tu desarrollo profesional 🎓, día libre por cumpleaños 🍰, Servicio de atención psicológica gratuita para ti y tu familia, 💜excelentes herramientas de trabajo, y mucho más Somos un equipo multidisciplinario y multicultural, con mucha motivación y ganas de crecer juntos.Si estas interesado/a en ser parte de nuestro equipo no dudes en postular o si tienes alguna consulta puedes enviarme tu cv con pretensiones salariales a mi correo tatiana.gonzalez@tcs.com
",,CL,Tata Consultancy Services,,linkedin,data analyst
2022-12-14,"
        Company Description: Perceptual Consultores Ltda. Job Description: Nos encontramos en búsqueda de Desarrolador Full Stack, para incorporarse a su equipo de Business Intelligence & Artificial Intelligence, para importante Empresa de Servicios. Misión del cargo: Desafío de trabajar en el desarrollo de scripts, piezas de trabajo y herramientas para la visualización de datos, KPI. Además de participar en proyectos de automatización de procesos de inteligencia artificial. Se espera que pueda armar una célula de trabajo para el desarrollo de nuevos proyectos y spin offs de la empresa. Principales Funciones: -Desarrollo y liderazgo en aplicación WebApp, para visualización de datos. KPI y cálculo de métricas. -Integración vía API con otras herramientas de trabajo de la empresa. HubSpot, Salesforce, CleverTap. -Desarrollo de herramientas con permitan la gestión de la empresa -Desarrollo y liderazgo de los nuevos proyectos y spin offs de la Empresa. -Armar equipo de trabajo (liderar una célula de desarrollo) -Armado de Scrips para la Automatización de procesos y trabajo con el AI Engineer para los proyectos de Inteligencia y ML Horario Laboral: Lunes a Viernes. Modalidad: 100% Remota Tipo de Contrato: Plazo fijo, luego indefinido. SE OFRECE Trabajo 100% online Excelente equipo de trabajo. Buen ambiente laboral. Day off a parte de las vacaciones. Seguro médico, entre otros. CONOMIENTOS MINIMOS: -Python -Frameworks de trabajo y visualización de datos -Manejo de Bases de Datos SQL -Pandas; GIT; conocimientos de Infraestructura para Bases de datos Ideales: -Bases de Datos (MongoDB u otras) -Ideal experiencia JIRA, Confluence -Ideal Conocimientos GCP -Otros lenguajes de programación y frameworks para Frontend
      ",,CL,Perceptual Consultores Ltda.,,linkedin,data analyst
2022-11-29,"
        Reconocido Holding con más de 20 años de presencia en el mercado nacional se encuentra en búsqueda de un (a) Ingeniero (a) Informática o carrera afín, para desempeñar el cargo de Cloud EngineerRequisitosExperiencia mínima 2 años en el cargoExperiencia en GCPOfrecemosIntegrarte a una empresa Líder en el rubroEstabilidad LaboralSeguro de salud FalpSi cumples con lo requerido y estás interesado en postular al cargo, postula con tus datos actualizado por el portal ¡Te contactaremos!
      ",,CL,Solunegocios,,linkedin,data analyst
2023-01-11,"
En SII Group estamos en búsqueda de un Site Reliability Engineer 🕵🏻‍♀️¿Qué necesitas para postular? 🤔 (Requisitos Excluyentes) ⚡✔️ Conocimientos solidos en Java✔️ Conocimientos en WebSphere Application Server (WAS)✔️ Conocimientos en Google Cloud Anthos✔️ Conocimientos en Kubernetes✔️ Experiencia con Azure ¿Qué modalidad?Hibrido (1 día a la semana)En SII Group Chile⏰ Tu tiempo nos importa: días administrativos libres.🏆 Queremos que te desarrolles: Programas de capacitaciones a tu medida.🚀 Ser #fungineer es fun: ¡FunFridays y eventos varios!👀 Ofrecemos otros importantes beneficios, revisa a través del siguiente link:https://lnkd.in/eyn4vbKN👀 visita nuestro sitohttps://lnkd.in/dQNkS6Rz💡Anímate a formar parte del Team enviándonos tu cv con pretensiones de renta a: enzo.loyola@siigroup.cl / seleccion@siigroup.cl
",,CL,SII Group Chile,,linkedin,data analyst
2022-12-15,"
        Company Description: Perceptual Consultores Ltda. Job Description: Nos encontramos en búsqueda de Desarrolador Full Stack, para incorporarse a su equipo de Business Intelligence & Artificial Intelligence, para importante Empresa de Servicios. Misión del cargo: Desafío de trabajar en el desarrollo de scripts, piezas de trabajo y herramientas para la visualización de datos, KPI. Además de participar en proyectos de automatización de procesos de inteligencia artificial. Se espera que pueda armar una célula de trabajo para el desarrollo de nuevos proyectos y spin offs de la empresa. Principales Funciones: -Desarrollo y liderazgo en aplicación WebApp, para visualización de datos. KPI y cálculo de métricas. -Integración vía API con otras herramientas de trabajo de la empresa. HubSpot, Salesforce, CleverTap. -Desarrollo de herramientas con permitan la gestión de la empresa -Desarrollo y liderazgo de los nuevos proyectos y spin offs de la Empresa. -Armar equipo de trabajo (liderar una célula de desarrollo) -Armado de Scrips para la Automatización de procesos y trabajo con el AI Engineer para los proyectos de Inteligencia y ML Horario Laboral: Lunes a Viernes. Modalidad: 100% Remota Tipo de Contrato: Plazo fijo, luego indefinido. SE OFRECE Trabajo 100% online Excelente equipo de trabajo. Buen ambiente laboral. Day off a parte de las vacaciones. Seguro médico, entre otros. CONOMIENTOS MINIMOS: -Python -Frameworks de trabajo y visualización de datos -Manejo de Bases de Datos SQL -Pandas; GIT; conocimientos de Infraestructura para Bases de datos Ideales: -Bases de Datos (MongoDB u otras) -Ideal experiencia JIRA, Confluence -Ideal Conocimientos GCP -Otros lenguajes de programación y frameworks para Frontend
      ",,CL,Perceptual Consultores Ltda.,,linkedin,data analyst
2023-01-23,"
We are looking for a backend developer with at least 6 years of experience in backend programming within development teams. Excluding requirements:+3 years of experience working with Ruby on Rails.Experience applying and adapting software architecture and design patternsExperience in teams that do continuous integration and deployment (CI/CD)Ability to model and query data using relational SQL/BBDDExperience with different testing strategies, such as unit testing, integration testing, functional testing, etc.
",,CL,The Flock,,linkedin,data analyst
2023-01-10,"
Job DescriptionJob Description:Supervise every aspect of a company’s accounting functionDevelop accounting practices for general ledger for office useEvaluate industry’s and the organization’s practices on the process of capital assets depreciationOversee data flow and the process between accounting systems cum sub-systemsConsult on the efficiency and effectiveness of accounting processReview balance sheet, general ledger accounts, and income statement schedulesPerforming reconciliations of general ledger accounts.Supervise tax analyst assignments and manage the day-to-day delivery of tax related topicsHelp accounting lead in external audit process in both, financial and tax field.Implement automation and process improvements to reduce redundancyIn charge of supervising junior accounting professionalsManage the accurate, reliable, and timely reporting for internal requirementsEnsure compliance with required external and internal controlsAssist in making key business decisions by providing special analysisEducationBachelor's degree in accounting, finance, business administration, or related field.Certified Public Accountant (CPA) accreditation.ExperienceProven experience working as an Accounting Supervisor.Sound knowledge of accounting principles and practices.The ability to process large amounts of numerical data.Proficiency in Microsoft Excel and accounting software.Self-starter with an ability to multi-task various responsibilities, work independently and problem solve.Strong analytical skills.Advanced in English.LOCATIONSantiago, ChileFULL TIME/PART TIMEFull timeCurrent LS&Co Employees, apply via your Workday account.
",,CL,Levi Strauss & Co.,,linkedin,data analyst
2022-12-01,,,CL,Perceptual Consultores Ltda.,,linkedin,data analyst
2022-10-29,,,CL,BVM Consultores,,linkedin,data analyst
2022-12-27,,,CL,güil Mobility Ventures,,linkedin,data analyst
2023-01-05,,,CL,Tech-K,,linkedin,data analyst
2022-12-17,"
        Buscamos a los mejores PROGRAMADORES DE TRANSPORTE  para trabajar en la compañía más grande de ventas y artículos del Hogar, en sus bodegas en distintas comunas de Santiago💡RENTA $550.000 LíquidosTurnos rotativos y semanales 📌Lunes a Viernes de 22.00 a 08.00 hrs📌Domingo a jueves de 22.00 a 08.00 hrsRequisitos✅Experiencia en programación de flotas de transporte, para el correcto ingreso y despacho de mercaderíaBeneficios✅Colación en casino de la empresa✅Uniforme + EPP✅Buses de acercamiento en diferentes lugares de Santiago
      ",,CL,RSC EMPRESAS,,linkedin,data analyst
2022-12-03,"
        Company Description: Abenis Consultores Job Description: Profesional titulado con experiencia en desarrollo Angular y Java. Beneficios:Seguro de vida, complementario de salud y dental BUPA. (Desde contrato Indefinido)Convenio Sanasalud- Red Médica, dental y dermatológica, descuentos, exclusivos.Convenio Ópticos Descuentos exclusivosApoyo económico con Certificaciones (de acuerdo con track de cada Rol)Plan de Carrera de acuerdo al cargoDia Libre de cumpleaños Interesados, por favor, enviar CV con pretensión de renta.
",,CL,ABENIS CONSULTORES,,linkedin,data analyst
2022-12-07,"
        En Soluziona tenemos el propósito de impulsar un nuevo tipo de relación de las empresas con sus clientes, que buscan crear y renovar la confianza a través de la comunicación. Soluziona provee soluciones Cloud que permite a las empresas comunicarse con sus clientes, por medio de atención humana y/o automatizada.Soluziona ofrece una oportunidad única de incorporar nuevas tecnologías de atención digital omnicanal a las empresas.Somos un equipo de profesionales de diversas experiencias y talentos, en un ambiente de trabajo dinámico y colaborativo. Actualmente, estamos creciendo rápidamente en Latinoamérica y expandiéndonos a nuevos mercados Funciones del cargoTrabajar junto a un equipo ágil y multidisciplinario de desarrolladores, diseñadores, QA y DevOps, complementando al equipo en el desarrollo de interfaces de usuario amigables e innovadoras basadas en especificaciones de UX / Diseño.Desarrollo de componentes para el Front-end conforme a las especificaciones funcionales, UX y diseño, con alto nivel de calidad y performance.Corrección de defectos encontrados.Proponer soluciones que aporten positivamente a construir una solución de alto desempeño y escalabilidad. Requerimientos del cargoExperiencia demostrable como desarrollador de frontend.Experiencia en lenguaje de programación Javascript, Typescript Vb.net - ASP.net SQL.Experiencia en maquetado de webs en HTML y CSS.Conocimiento de buenas prácticas de programación, Clean Code, Design Patterns.Conocimiento de herramientas de desarrollo como git, Bitbucket, Github. Esperamos de tiProactividadBuenas relaciones con otrosAgilidadIniciativaTrabajo colaborativoOrientación al resultado Lo bueno de trabajar con nosotrosDos días libres al año 100% remunerados para que los utilices a tu beneficio (trámites personales, viajes, descanso, etc.)¡La tarde de tu cumpleaños es libre! (Si cumples un fin de semana o feriado, también aplica el beneficio. Optarás por tu tarde libre la semana laboral siguiente a tu cumpleaños)¡Ambiente de equipo, colaboración y buena energía!Plan de desarrollo profesional dentro de la empresa.
",,CL,Servicios Informaticos Soluziona Limitada.,,linkedin,data analyst
2022-12-09,"
        Company Description: Perceptual Consultores Ltda. Job Description: Nos encontramos en búsqueda de Programador Junior, para nuestro cliente empresa líder en software de gestión pública. Profesional con conocimientos en VISUAL .NET ¿Qué funciones realizaras? Programación en VisualNetSQL Server.Identificar y documentar los requerimientos de las diferentes áreas funcionales.Investigar respecto a soluciones potenciales, evaluando la factibilidad de ejecución y beneficios que significará para la compañía.Diseñar soluciones tecnológicas efectivas a problemáticas existentes.Implementar soluciones tecnológicas y asegurar la calidad de las mismas.Trabajar conjuntamente con clientes internos de la empresa, para la mejora continua de herramientas tecnológicas existentes.Apoyar al equipo de soporte en la resolución de incidentes, con el fin de asegurar la continuidad operacional de la compañía.Documentar apropiadamente su trabajo.Estimar horas de desarrollo y alcance de proyectos.Asegurar versionamiento y respaldo del código.Cumplir con plazos acordados según la estimación y la dedicación definida. RENTA: $650.000. Horario:Lunes a Viernes (45 hrs. semanales) Comuna: Providencia Jornada: Mixta (Teletrabajo + Presencial) Tipo de contrato: Plazo fijo 3 meses, luego indefinido. Beneficios: -Un sueldo adicional al año por cumplimiento de objetivos. -Vales de colación (al asistir presencial) -Seguro complementario de salud. Requisitos mínimos: -CONOCIMIENTOS Y/O EXPERIENCIA EN VISUAL BASIC .NET (NIVEL MEDIO) -Recién egresado o titulado de carrera Informática o a fin.
      ",,CL,Perceptual Consultores Ltda.,,linkedin,data analyst
2022-12-17,"
        Company Description: Perceptual Consultores Ltda. Job Description: Nos encontramos en búsqueda de Desarrolador Full Stack, para incorporarse a su equipo de Business Intelligence & Artificial Intelligence, para importante Empresa de Servicios. Misión del cargo: Desafío de trabajar en el desarrollo de scripts, piezas de trabajo y herramientas para la visualización de datos, KPI. Además de participar en proyectos de automatización de procesos de inteligencia artificial. Se espera que pueda armar una célula de trabajo para el desarrollo de nuevos proyectos y spin offs de la empresa. Principales Funciones: -Desarrollo y liderazgo en aplicación WebApp, para visualización de datos. KPI y cálculo de métricas. -Integración vía API con otras herramientas de trabajo de la empresa. HubSpot, Salesforce, CleverTap. -Desarrollo de herramientas con permitan la gestión de la empresa -Desarrollo y liderazgo de los nuevos proyectos y spin offs de la Empresa. -Armar equipo de trabajo (liderar una célula de desarrollo) -Armado de Scrips para la Automatización de procesos y trabajo con el AI Engineer para los proyectos de Inteligencia y ML Horario Laboral: Lunes a Viernes. Modalidad: 100% Remota Tipo de Contrato: Plazo fijo, luego indefinido. SE OFRECE Trabajo 100% online Excelente equipo de trabajo. Buen ambiente laboral. Day off a parte de las vacaciones. Seguro médico, entre otros. CONOMIENTOS MINIMOS: -Python -Frameworks de trabajo y visualización de datos -Manejo de Bases de Datos SQL -Pandas; GIT; conocimientos de Infraestructura para Bases de datos Ideales: -Bases de Datos (MongoDB u otras) -Ideal experiencia JIRA, Confluence -Ideal Conocimientos GCP -Otros lenguajes de programación y frameworks para Frontend
      ",,CL,Perceptual Consultores Ltda.,,linkedin,data analyst
2022-12-27,"
Desarrollador Backend API (contrato indefinido)En TCS estamos en búsqueda de talentos como tú. Somos una empresa que tiene presencia en más de 50 países a nivel mundial, en Latinoamérica estamos en 8 países y ya somos más de 17 mil asociados que hacen parte de esta gran familia.Hoy quiero invitarte a que te unas a nosotros y transformemos el mundo a través de la tecnología. Estamos buscando un Desarrollador Backend APIExperiencia+3 a 5 años experiencia HabilidadesExperiencia como desarrollador backend en lenguajes y frameworks comunes (Java Spring Boot, NodeJS, etc.). Experiencia significativa en la escritura y utilización de servicios autónomos orientados a la API Restful y en el ajuste del rendimiento de aplicaciones a gran escalaExperiencia con sistemas de bases de datos, con conocimientos de SQL y almacenes NoSQL (por ejemplo, MySQL, Oracle,etc.)Conocimiento en frameworks de JavaScript, como React, Angular JS, etcCapacidad para escribir pruebas unitarias, de integración y de API eficacesConocimiento en metodologías ágilesCómo #tcsers te ofrecemos contrato indefinido, contamos con beneficios cómo trabajo remoto, seguro complementario 🐍, día libre por cumpleaños 🍰, excelentes herramientas de trabajo 💻 y atención psicológica gratuita 💜Si estás interesado envía tu CV actualizado, con disponibilidad y pretensiones de renta al correo rojas.felipe@tcs.com
",,CL,Tata Consultancy Services,,linkedin,data analyst
2023-01-04,"
Propósito El DevOps Engineer es responsable de crear y mantener los distintos pipelines de integración y despligue continua, procesos automatizados para llevar el software de forma segura , asegurando calidad y el cumplimiento con los controles objetivos actuales de nuestro proceso de entrega a producción.Responsabilidades· Basado en la visión de Banca Digital, modela una cultura centrada en el cliente para todo su equipo, a fin de profundizar las relaciones con los clientes y aprovechar las amplias relaciones del Banco, así como sus sistemas y conocimientos.· Negocia y expone a stakeholders relacionados el proceso de delivery de software, argumentos de automatización que hacen que el flujo de delivery de software cumpla los controles del banco de forma automática.· Trabaja junto con los equipos de la Fabrica digital en la construcción de los procesos automáticos que darán soporte a las necesidades de negocio definidas por la estrategia digital.· Responsable del desarrollo de las pruebas del software o QA del mismo que permite verificar la calidad del código, las pruebas de regresión y funcionales de forma automática.· Define y/o selecciona todas herramientas , infraestructura y la adminstracion de los pipelines automatizados, basados en Jenkins, Artifactory, Gradle, Selenium ,SonarQuebe etc.· Identifica y promueve, en base a la colaboración con los líderes técnicos y otras áreas técnicas competentes, la creación de frameworks para evaluar y testear la calidad del software que se esta desarrollando asegurando la calidad total , tanto en la cobertura de las pruebas para aumentar la robustez del software , pruebas en diferentes browsers y dispositivos moviles asegurando el impacto positivo en la creación de nuevas funcionalidades.· Realiza coaching técnico del proceso de delivery automatico, desde el inicio hasta su fin contemplando todas las distintas etapas de desarrollo, iteración , corrección , prueba y lanzamiento de una nueva funcionalidad de cara a clientes.· Facilita y asegura que todos los actores del Banco puedan entender, en términos simples, las soluciones tecnológicas propuestas con el propósito de asegurar que las mismas son aptas/adecuadas para el cliente/usuario.· Transmite, aplica y promueve tanto la adopción de la filosofía y los principios ágiles, como el uso y desarrollo de distintas técnicas de mejora continua en calidad.· Lidera una estrategia de mejora continua con los equipos de la Fabrica Digital, trabajando con ellos en la identificación de problemas, la búsqueda de posibles soluciones y la aplicación de éstas, en un modelo iterativo que les permite mejorar continuamente su desempeño como equipo.Requisitos:Ingeniero o técnico en informática o carrera afín.Mínimo de 5 años de experiencia creando softwareExperiencia y conocimiento en distintos lenguajes de programación, frameworks, utilitarios y otras tecnologías usadas por el equipo.Conocimiento del flujo del negocio, implementación y tendencias.Experiencia en negocios complejos o procesos técnicos y sus implicancias dentro de su área de especialidad.Experiencia CI/CD y herramientas para deployment (Jenkins, Artifactory)Gestion de vesiones (GIT, Bitbucket)Experiencia con lenguajes de scripting (tales como Groovy, Python, Bash u otro)KubernetesHabilidad para debug, optimizar código y automatizar tareas rutinariasExcelente skills de troubleshooting y problem solving estructuradoMetodologías AgilesInfraestructura como Código (IaC)Entendimiento de protocoles de red e infraestructura (Deseable)Herramientas de monitoreo Grafana, Prometheus, Stackdriver (Deseable)ArgoCD (Deseable)GCP, Anthos, Istio service mesh, HELM Chart (Deseable)Arquitectura de microservicios (Deseable)Nivel de Inglés intermedio o avanzado.
",,CL,Scotiabank,,linkedin,data analyst
2022-12-27,"
Business Research & Discovery AnalystAbout güil:In mobility, we see an opportunity to radically transform the way we live.We are güil, the Venture Studio and Corporate Venture Capital powered by Kaufmann Group. Kaufmann Group, established in 1905, is a Chilean company in the Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers industry. Their portfolio of brands includes Mercedes-Benz, FUSO, Freightliner, and Western Star. As visionaries looking towards the future, they saw an opportunity to invest in innovating the mobility industry. This is how güil was born.güil, founded in 2019, had one Vision - We aspire to create a distance free world. Our Mission-  We are a mobility venture builder that embraces and transforms significant societal problems into extraordinary, sustainable solutions.Our Values Are:Empathy: Through empathy, we create equitable impact. We are biased toward inclusion, knowing the more connected we all are, the more resilient we become, together. And the more empathic, the more we understand the reality of those with whom we co-exist. This is our approach to delivering care and love.Conscious Creativity: Not just any whimsical creativity, it’s a creativity that is intentional and thoughtful. It means that we want to be aware of our existence, that we understand the impact of our actions. Where we want to learn how to deliver and when to let go.Integrity: We don’t just do things right, we do the right things for the right reasons. We aspire to be integral beings in every way.Our Portfolio:Awto is the first 'car sharing in Chile'. Through their App, users can reserve cars for minutes, hours or days and then give it back in different parts of the city.Evsy makes Electric Vehicles user's life easier by giving them certainty in route, real-time availability and billing at charging points.GetBack transforms returns into profits for the buyer and the seller, making this system more intelligent and with a better experience for the user.Kupos digitizes a payment method for the entire transport in Chile.About the Role:In our Venture Studio arm we create startups from scratch, beginning with an extensive research process done by our Core Team. We are looking for a Research Specialist who is passionate about research and finding opportunities in the mobility space that can eventually be converted into an impact-driven startup.This talent, together with the rest of the research team, will be responsible for the development of the project until the end of the MVP phase.Core Responsibilities:Finding opportunities of business development and impact in the mobility space.Co-creating and validating an initial business model in the mobility space.Who you areYou have strong values like Honesty and RespectYou are a “hands on” professionalYou have a strong appreciation for the early-stage Startup culture. You are always willing to jump in and lend a hand, and want to see the community succeed.You have a true passion for emerging hardware and IoT technologies, as well as an eye for identifying commercial opportunities for nascent software (e.g., novel ML approaches) and hardware technologies.You thrive in a collaborative environment, working side by side with people of all backgrounds and disciplines.You possess strong verbal and written communication skills in both English and Spanish.You enjoy and are great at solving problems, as well as designing and implementing solutions to complex product and technical issues.Passionate about mobilityRequired Technical and Professional Experience:5+ years as serial entrepreneur or 5 years of experience working for early stage startups.EnglishDesirable Qualifications:Experience in the Mobility industryExperience in FintechExperience in InsurtechExperience working with IoT solutions.
",,CL,gÃ¼il Mobility Ventures,,linkedin,data analyst
2023-01-05,"
⭐¡El próximo Lead Developer de Tech-K podrías ser tú! ⭐Estamos en búsqueda de un Lead Developer en donde sus funciones serán implementar nuevos desarrollos y también mantener los actuales, participar de discusiones técnicas, entregar soluciones escalables y de calidad. Además, queremos a alguien que proponga oportunidades de mejora en la funcionalidad de nuestras plataformas, que sea un apoyo constante al equipo en cuanto a sus solicitudes o consultas internas.🚀¿Cuál es tu misión?-Participación de decisiones técnicas para la mantención e implementación de las nuevas funcionalidades del producto a nivel operativo.-Organizar/Planificar disponiendo del equipo en función de dar cumplimiento con los compromisos acordados con otras áreas.-Capacitar, motivar y ayudar a los desarrolladores del equipo para que su desempeño sea eficiente y se cumpla en tiempo y forma.-Experiencia en bases de datos, modelamiento de datos, monitoreo y asegurar buena performance de querys.-Desplegar soluciones en AWS, mejorar procesos internos de CI/CD-Deseable conocer buenas prácticas en temas relacionados a la seguridad en servidores.🚀¿Qué buscamos en tí?-Buena comunicación. Trabajarás en equipos multidisciplinarios.-Iniciativa, proactividad y persistencia.-Alta orientación al servicio y a los resultados.-Capacidad analítica y flexibilidad para aprender nuevas tecnologías y metodologías.-Responder de manera resolutiva ante contingencias, entregando un adecuado soporte.🚀Lo que no puede faltar:-Carreras a fin con informática- Git-Python / Django-Manejo en patrones de diseño-SQL avanzado, administración, monitoring y asegurar performance.-Deployments en AWS🚀Beneficios Tech-K:-5 Días Tech-K, días libres que puedes disfrutar como quieras-100% Flexibilidad y remoto si así lo prefieres-Día libre de tu cumpleaños-Reajuste salarial anual (más allá del IPC)-Premio a la Trayectoria-Estacionamiento de bicicleta-Seguro complementario de Salud-Convenios con:-Banco-Centros Odontológicos-Óptica con Alcance a todo ChileSi te interesa esta gran oportunidad y te gustaría liderar, envíanos tu CV y pretensiones de renta a reclutamiento@techk.cl 📧¡Saludos!
",,CL,Tech-K,,linkedin,data analyst
2022-12-17,"
        Buscamos a los mejores PROGRAMADORES DE TRANSPORTE  para trabajar en la compañía más grande de ventas y artículos del Hogar, en sus bodegas en distintas comunas de Santiago💡RENTA $550.000 LíquidosTurnos rotativos y semanales 📌Lunes a Viernes de 22.00 a 08.00 hrs📌Domingo a jueves de 22.00 a 08.00 hrsRequisitos✅Experiencia en programación de flotas de transporte, para el correcto ingreso y despacho de mercaderíaBeneficios✅Colación en casino de la empresa✅Uniforme + EPP✅Buses de acercamiento en diferentes lugares de Santiago
      ",,CL,RSC EMPRESAS,,linkedin,data analyst
2022-12-03,"
        Company Description: Abenis Consultores Job Description: Profesional titulado con experiencia en desarrollo Angular y Java. Beneficios:Seguro de vida, complementario de salud y dental BUPA. (Desde contrato Indefinido)Convenio Sanasalud- Red Médica, dental y dermatológica, descuentos, exclusivos.Convenio Ópticos Descuentos exclusivosApoyo económico con Certificaciones (de acuerdo con track de cada Rol)Plan de Carrera de acuerdo al cargoDia Libre de cumpleaños Interesados, por favor, enviar CV con pretensión de renta.
",,CL,ABENIS CONSULTORES,,linkedin,data analyst
