Fecha,DescripcionTrabajo,salario,pais,NombreEmpresa,Modalidad,Plataforma,PuestoTrabajo
2022-12-06,"
RequisitosExperiencia mínima de 2 años como Analista de Datos.Experiencia mínima de 2 años con base de datos SQL Server y manejo de lenguaje SQL.Conocimiento de Google Cloud Platform (Big Query y Cloud Storage)Conocimiento de Amazon Athena, Amazon Redshift, Amazon S3.Conocimiento de modelado de datos y business inteligence.Experiencia manejando herramientas: Power BI o Tableau.Conocimiento en lenguajes de programación pythonConocimiento en técnicas estadísticas para el análisis de datosConocimiento en lenguajes de bases no relacionadas es un plus: Amazon DynamoDB.Conocimientos y/o experiencia con metodología Ágil SCRUM.Funciones PrincipalesAnálisis funcional de requerimientosElaboración de consultas SQLElaboración de procesos para transformar los datos para que puedan ser analizados y utilizados.Mapeo de fuentes de informaciónDiseño y elaboración de modelos de datos para el análisisElaboración de reportes, informes y dashboardsAnálisis estadístico de datosElaboración de documento de pruebas funcionalesValidación de integridad de datosDocumentación de la solución implementadaPresentación de resultados
",,PE,Vooxell,,linkedin,data analyst
2023-01-12,"
Descripción de la empresaSGS es una compañía multinacional de origen suizo, líder mundial en servicios de inspección, verificación, análisis y certificación de productos y servicios, con más de 2600 oficinas y laboratorios a nivel mundial. En el Perú, operamos en la mayoría de los sectores económicos como minería, agricultura y pesca formando parte de la cadena de valor de sus productos y servicios.Descripción del empleoAsesorar, analizar y ejecutar los requerimientos de información a nivel funcional, mediante la búsqueda de nuevas tecnologías y sus beneficios para contar con información que permita la toma de decisiones basada en hechos (insights) e impulsar la monetización de los datos haciendo uso de frameworks de Data Managements.Identificar la data necesaria para producir los insights adecuados para el cliente interno/externo. Asesorar a los líderes de las unidades de negocio sintetizando las ideas complejas derivadas de análisis en recomendaciones fáciles de entender y accionables para su ejecución.Recabar las necesidades de información del cliente interno/externo a fin de evaluar la viabilidad de su implantación.Asesorar, facilitar a los SMs y POs de los diferentes Squads con respecto de las soluciones basadas en Data a nivel funcional. Ejecutar los planes de trabajo/sprints hacia su cumplimiento en los squads que se le asigne.Participar activamente de los Squads definidos con las áreas de negocio hacia la definición de necesidades y atención de estas. Garantizar que la solución analítica resuelva el problema empresarial de la forma más eficiente e interpretable para los usuarios de negocio.Analizar procesos internos de cada área de negocio con la finalidad de proponer indicadores/mejoras de gestión del dato acorde a sus metas.Definir inicialmente los reportes/dashboards en las cuales se visualizará/ppresentará la información solicitada por los clientes internos y externos.Analizar las necesidades de SandBox (espacios de investigación y exploración de información) de áreas usuarias (Power Users) hacia su definición, implantación y control, con vías a su oficialización en ambientes productivos.Investigar nuevos métodos/tecnologías de analítica, AI y ML existentes en el mercado para su propuesta de uso en la organización y generar valor.Promover una cultura de gobierno de información en la organización.Diseñar e implantar soluciones en base a las mejores prácticas y estándares de gestión de información e inteligencia de negocios, así como de mejora de procesos.Propiciar iniciativas de Data Quality en función de observaciones y/o problemáticas encontradas durante la atención de necesidades de información. Propiciar comunicación y coordinación directa con los COEs globales y regionales respecto de las soluciones a proponer e implementar, en coordinación con los expertos técnicos de TI a nivel funcional.Propiciar acciones y lineamientos de data governance hacia la monetización y socialización de los datos.RequisitosProfesionales de las carreras de Gestión de Información, Ing. Informática y de Sistemas, Investigación Operativa, Estadística o afines.Experiencia mínima de 4 años en área de gestión de información/datos y 3 años ejecutando proyectos u opertiva de data y en proyecto de implementación tecnológica en roles técnicos o analíticos.Experiencia mínima de 5 años como analista funcional y/o 2 años como data science.Experiencia mínima de 2 años trabajando con metodologías ágiles.Experiencia en manejo de Datalake, Lakes con diferentes tecnologías.Experiencia con tecnologías de bases de datos, framewoks de trabajo DataOps, Data Quality y Data Management. Experiencia en procesamiento de información de diversas fuentes y desarrollos ETL Experiencia en implementación de Datawarehouse, LakeHouse.Experiencia en proyectos de Data Quality y Data Governance.Deseable conocimiento en destión de proyectos, Analytics, Big Data, AI, ML, Transformación Digital e Innovación abierta.Información adicionalIngreso a planilla desde el primer día.Seguro de Vida Ley.Prima EPS cubierto al 80% Capacitaciones constantes.Convenios Corporativos.
",,PE,SGS,,linkedin,data analyst
2022-12-27,,,PE,Vooxell,,linkedin,data analyst
2022-11-29,,,PE,Bitel Perú,,linkedin,data analyst
2022-11-20,,,PE,Vooxell,,linkedin,data analyst
2022-11-29,,,PE,Bitel Perú,,linkedin,data analyst
2022-12-29,,,PE,CSTI Corp,,linkedin,data analyst
2023-01-19,"
Tata Consultancy Services es una empresa de servicios de TI, consultoría y soluciones de negocios que se asocia con varias grandes empresas globales para acompañarlos en su trayectoria de transformación. TCS ofrece una cartera integrada enfocada en consultoría y basada en Cognitive de servicios TI, Servicios de Tecnología y Negocios, e ingeniería. Todo esto se ofrece por medio de su único modelo de entrega Ágil de ubicación independiente (Location Independent Agile), reconocido como el parámetro de excelencia en desarrollo de aplicaciones. Como parte del Grupo Tata, el conglomerado industrial más grande de la India, TCS posee más de 390,000 de los consultores mejor capacitados del mundo en 46 países. La empresa generó una facturación consolidada de $17.6 mil millones de dólares en el año fiscal que finalizó el 31 de marzo de 2017, y cotiza en la BSE (anteriormente la Bolsa de Valores de Bombay) y la NSE (Bolsa Nacional de Valores) de la India. Para mayor información, visítenos en www.tcs.com. TATA Consultancy Services (TCS) es un empleador que trabaja sobre la base a méritos y no solicita dinero a postulantes; ni utiliza agencia alguna para hacer ofertas en representación de TCS.Requisitos: Formación en sistemas o afines (bachiller)Conocimiento en los lineamientos básicos de la metodología de gobierno y calidad de información.Conocimiento en Devops.Experiencia en generación de KPI mediante SQL o Power BIExperiencia en herramientas BIExperiencia como analista de procesos, mejora continua o transformación.Experiencia con motores de base de datos SQL, Oracle. Manejo de sentencias, procedimientos almacenados, funciones, filtros de datos, etc.Haber trabajado en proyectos ágiles utilizando el framework de SCRUM.Experiencia en lenguaje de programación Java o .Net (Deseable).Funciones:Establecer estándares, políticas y procesos que determinen el uso, desarrollo y gestión de los datos a nivel de la compañíaDar seguimiento a la ejecución de los controles de calidad (mediante un cuadro de mando) y a los planes de remediación ejecutados por el equipo de Calidad de DatosMantener y gestionar las herramientas de gobierno del dato, incluida la administración general del diccionario en su versión ofimáticaApoyar al Data Owner en la definición de lineamientos para la gestión de datos y controles de calidad. Beneficios:Ingreso a planilla desde el primer día de labores.Línea de carrera dentro de la Organización.Capacitaciones internas y externas para la mejora y aprendizaje continuo.TATA Consultancy Services (TCS) es un empleador que trabaja en base a méritos y no solicita dinero a postulantes ni utiliza agencia alguna para hacer ofertas en representación de TCS.
",,PE,Tata Consultancy Services,,linkedin,data analyst
2023-01-14,"
💥En Falabella. com buscamos a nuestro/a próximo/a Analista de Business Intelligence, para sumarse a la Gerencia de Planificación y Control de Gestión, con base en Perú.✨Somos Falabella, UN equipo diverso con más de 100 mil colaboradores compuesto por grandes marcas: Falabella Retail, Sodimac, Banco Falabella, Seguros Falabella, Tottus, Mallplaza, Open Plaza y Linio. Hoy tenemos presencia en 7 países de América Latina, además de oficinas en China e India.🚀¿Cuál es el principal objetivo del cargo?• Llevar a cabo el diseño y desarrollo de modelos de datos, tableros de comando y reportes.🚀¿Qué harás en el día a día?• Relevar, analizar y desarrollar soluciones de BI para los requerimientos del área solicitante.• Participar en el desarrollo, definiciones de arquitectura y escalabilidad de los modelos de datos, desarrollo de ETL.• Confección de Dashboards en herramientas de BI (DataStudio, Power BI, Looker, Tableau)• Confección de reportes.• Diseño de la Arquitectura de la solución de adquisición de datos, análisis de negocios, inteligencia comercial, modelos de planificación, proyección y rentabilidad para el control de gestión🚀¿Qué necesitas para postular?• Profesional de Ing. Sistemas, Ing. industrial, Economía, Estadística y/o carreras afines.• Experiencia desde 1-2 años en el cargo Analista BI, Analista de Datos o similar.• Conocimientos en SQL, Google Cloud, Python, R o similar.• Conocimientos en herramientas BI (Tableau, Power BI, Data estudio, Looker, similar)✨En nuestro equipo encontrarás:• Espacios para crear e innovar.• Serás parte de un lugar lleno de oportunidades de desarrollo.• Tener un trabajo con sentido y donde se promueve la calidad de vida.• Participar en voluntariados.• ¡Pertenecer a una empresa llena de energía!💥Si disfrutas nuevos desafíos con alta responsabilidad y exposición en el epicentro de la transformación del retail en Latinoamérica, ¡súmate a trabajar con nosotros!
",,PE,falabella.com,,linkedin,data analyst
2023-01-14,"
        ExperienciaMínimo 2 años como analista de datos viendo procesos de calidad, análisis o gestión de datos.Mínimo 2 años en plataformas de visualización como Tableau o Power BI.Mínimo 2 años con manejo avanzado de lenguaje SQL y base de datos SQL Server u Oracle.Mínimo 1 año en equipos de gestión bajo metodología Ágil/Scrum.ConocimientosModelado de Datos e Inteligencia de NegociosBase de Datos: Oracle/SQL Server.Construcción y mantenimiento de ETL’s.Lenguajes de programación: Python o R.Técnicas estadísticas para análisis de datos.Servicios de Cloud AWS: RedShift, S3, Glue, AthenaServicios de Cloud GCP: Bigquery, Cloud StorageVisualización: Power BI, Tableau, Datastudio.Herramientas de perfilamiento (QA).Gobierno de Datos - Calidad de Datos.HabilidadesCapacidad de trabajar con grandes conjuntos de datos en una variedad de herramientas, incluyendo datos de comportamiento de aplicaciones internas, y herramientas estándar de la industria.Abstraer, resumir y presentar datos con claridad.Manejo de inglés a nivel intermedio.FuncionesAnálisis funcional de requerimientosElaboración de consultas SQLElaboración de procesos para transformar los datos para que puedan ser analizados y utilizados.Mapeo de fuentes de informaciónDiseño y elaboración de modelos de datos para el análisisElaboración de reportes, informes y dashboardsAnálisis estadístico de datosElaboración de documento de pruebas funcionalesValidación de integridad de datosPresentación de resultados
",,PE,Vooxell,,linkedin,data analyst
2022-11-05,"
Empresa Metalmecánica Incorpora Para Su Planta En San Martín, Un Analista De Datos Con Una Experiencia Mínima De 3 Años En Posiciones Similares, Desarrollando Las Siguientes TareasValidar que el sistema Data Core esté tomando los datos correctos de las máquinas y los refleje en el Erp.Incorporar todo el árbol de máquinas al sistema.Impulsar la implementación del sistema.Análisis de datos en tiempo real e investigar origen.El/la postulante debe ser estudiante de Ingeniería, poseer conocimientos avanzados de Excel, tableros de comando y conocimientos básicos de programación.Lugar de Trabajo: San Martín.Horario de Trabajo: Lunes a Viernes de 6 a 15 hs (eventualmente de noche).Residir en la zona.
      ",,PE,CONSULTORA ZIVOT,,linkedin,data analyst
2023-01-24,"
Importante Empresa Perteneciente Al Sector Consumo Masivo De Alimentos y Bebidas, Requiere Incluir a Su Equipo De Trabajo a Un(a) ANALISTA DE DATOS Para El Área Comercial, Con El Siguiente PerfilREQUISITOS Egresados de carrera como: Ingenieria industrial, Estadistica, Ingenieria de Sistemas o profesiones afines al análisis de datos y gestion de los mismos (Indispensable) Conocimientos en Excel en nivel avanzado. (indispensable) Conocimientos en Power BI y Power Quary en nivel Intermedio.(indispensable)FUNCIONES Mantener un reporte y seguimiento diario, semanal y mensual de KPI del Area Comercial Evaluaciones y manejo de indicadores.Ayudar a reconocer y solucionar problemas especificos gracias al analisis de datos. Otras funciones que le asigne el Gerente central Formular hipótesis para mejorar determinadas métricas empresariales mediante la modificación de otros indicadores. Analizar bases de datos, construir modelos y realizar previsiones estadísticasCOMPETENCIAS Solución de Problemas y Orientación al logro Pensamiento crítico y Tolerancia al estrés Organización y buena gestión de tiempo para cumplir con los plazos Habilidades de comunicación, colaboración y presentación. Vision Comercial y con mucha iniciativa de proponer nuevas mejorasBeneficios Ingreso a planilla completa desde el primer día de labores. Beneficios sociales al 100% (gratificación, CTS, vacaciones, EsSalud, Seguro vida ley)-Régimen General Horario: L a S 8:00am 5:00pm Sueldo entre S/.1,500 - 1,800 PRESENCIAL 100%Sueldo acorde al mercadoAbstenerse los que no cumplan con el perfil
      ",,PE,S&C SOLUCIONES INTEGRALES SAC,,linkedin,data analyst
2022-12-23,"
Somos Claro Perú y formamos parte del Grupo América Móvil, la empresa líder en servicios integrados de telecomunicaciones en Latinoamérica. Nos encontramos en la búsqueda de un/a Analista de Data Mining para que juntos sigamos mejorando la vida de los peruanos a través de las telecomunicaciones.¿Cuáles serán tus principales desafíos?Brindar información correcta y actualizada a todas las operaciones de Servicio al Cliente, para obtener un desarrollo y resultado óptimo durante el proceso de retención y fidelización de clientesEjecutar correctamente los lineamientos y políticas funcionales, que permitan un control adecuado de gastos, penzalizaciones, auditorías, controles antifraudes y eviten errores operativos que dificulten el desarrollo de la operaciónGenerar y proveer información de calidad a toda la operación, siendo esta verídica y actual respecto a cada consumidor para garantizar la toma de decisiones adecuada en la gestión con los clientesVerificar la correcta aplicación de controles, procesos y políticas, con la finalidad de obtener resultados impecables en los cierrres mensualesDesarrollar herramientas de gestión que permitan controlar y garantizar información inmediata a las operaciones¿Qué buscamos?Profesionales universitarios de las carreras de Ing de Sistemas, Industrial o carreras afinesExperiencia mínima de 2 años en el manejo de Base de Datos, explotación de información y analítica de datos (Indispensable)Manejo de Oracle y Power BI a nivel avanzado (Indispensable)Conocimiento de herramientas de Data Analytics y Base de Datos a Nivel Intermedio (Indispensable)Disponibilidad para trabajo presencialEn Claro valoramos el talento y potencial de todas las personas, nos comprometemos con la igualdad de oportunidades.Te invitamos a ser parte de nuestro equipo, estamos en #ModoClaro.
",,PE,Claro Perú,,linkedin,data analyst
2023-01-05,"
        ExperienciaMínimo 2 años como analista de datos viendo procesos de calidad, análisis o gestión de datos.Mínimo 2 años en plataformas de visualización como Tableau o Power BI.Mínimo 2 años con manejo avanzado de lenguaje SQL y base de datos SQL Server u Oracle.Mínimo 1 año en equipos de gestión bajo metodología Ágil/Scrum.ConocimientosModelado de Datos e Inteligencia de NegociosBase de Datos: Oracle/SQL Server.Construcción y mantenimiento de ETL’s.Lenguajes de programación: Python o R.Técnicas estadísticas para análisis de datos.Servicios de Cloud AWS: RedShift, S3, Glue, AthenaServicios de Cloud GCP: Bigquery, Cloud StorageVisualización: Power BI, Tableau, Datastudio.Herramientas de perfilamiento (QA).Gobierno de Datos - Calidad de Datos.HabilidadesCapacidad de trabajar con grandes conjuntos de datos en una variedad de herramientas, incluyendo datos de comportamiento de aplicaciones internas, y herramientas estándar de la industria.Abstraer, resumir y presentar datos con claridad.Manejo de inglés a nivel intermedio.FuncionesAnálisis funcional de requerimientosElaboración de consultas SQLElaboración de procesos para transformar los datos para que puedan ser analizados y utilizados.Mapeo de fuentes de informaciónDiseño y elaboración de modelos de datos para el análisisElaboración de reportes, informes y dashboardsAnálisis estadístico de datosElaboración de documento de pruebas funcionalesValidación de integridad de datosPresentación de resultados
",,PE,Vooxell,,linkedin,data analyst
